scaffold,LG,av,inv_status
Contig119823,8,51.536,collinear
Contig119865,2,11.496,LGC2.1
Contig120002,11,52.908,LGC11.1
Contig120012,3,25.89,collinear
Contig1201,12,41.491,NA
Contig120110,4,34.929,collinear
Contig120158,2,17.4725,collinear
Contig120199,4,25.314,collinear
Contig1202,1,52.947,collinear
Contig120226,9,41.8195,buffer
Contig120282,5,39.859,collinear
Contig120378,9,28.0725,LGC9.1
Contig120388,1,15.465,collinear
Contig120411,8,46.2085,collinear
Contig120412,9,52.999,collinear
Contig120418,1,35.667,collinear
Contig120476,7,37.7405,buffer
Contig12052,15,34.669,collinear
Contig120541,8,26.348,collinear
Contig120635,4,14.1135,collinear
Contig120674,4,14.1135,collinear
Contig120690,1,0.9655,LGC1.1
Contig120703,2,60.093,collinear
Contig120735,2,1.2045,LGC2.1
Contig120756,8,37.705,collinear
Contig120767,3,46.35147942,collinear
Contig12080,10,23.6735,LGC10.2
Contig120828,17,2.593,collinear
Contig120836,10,17.901,LGC10.2
Contig120848,16,12.7565,collinear
Contig120931,5,7.714,collinear
Contig120952,4,34.929,collinear
Contig120955,3,21.02,collinear
Contig120972,15,25.772,collinear
Contig121020,10,17.901,LGC10.2
Contig121033,2,31.07,collinear
Contig121075,11,24.462,collinear
Contig121084,14,11.4125,buffer
Contig12112,6,47.3685,collinear
Contig121135,1,46.538,collinear
Contig121139,9,47.4765,collinear
Contig121167,5,26.52,collinear
Contig12117,9,49.854,collinear
Contig121182,15,41.22348222,collinear
Contig121198,7,26.862,collinear
Contig121267,16,45.1145,collinear
Contig121289,8,39.691,collinear
Contig121344,3,27.969,collinear
Contig121356,8,42.9065,collinear
Contig121357,3,50.0635,collinear
Contig121364,1,42.9605,collinear
Contig121385,7,37.7405,buffer
Contig121392,10,41.57451042,buffer
Contig121462,3,21.647,collinear
Contig1215,8,26.0585,collinear
Contig121530,6,31.0045,collinear
Contig121582,12,34.1835,NA
Contig121687,15,28.9395,collinear
Contig121689,3,3.3005,collinear
Contig12169,3,8.635,collinear
Contig121701,3,37.742,collinear
Contig121710,3,27.3695,collinear
Contig121732,11,52.3195,buffer
Contig121736,8,26.0585,collinear
Contig121812,5,7.433,collinear
Contig121820,5,7.714,collinear
Contig12185,13,34.882,collinear
Contig121879,10,17.901,LGC10.2
Contig1219,10,5.779082934,LGC10.2
Contig121912,16,47.657,collinear
Contig121965,8,19.7875,collinear
Contig121969,12,53.8045,NA
Contig122016,1,12.85,collinear
Contig122021,2,36.868,collinear
Contig12209,8,46.2085,collinear
Contig122091,7,29.165,collinear
Contig122096,1,37.6385,collinear
Contig1221,10,41.899,buffer
Contig122105,5,29.946,collinear
Contig12214,1,0.9655,LGC1.1
Contig122150,1,0.9655,LGC1.1
Contig122156,3,7.7255,collinear
Contig122247,11,16.11525457,collinear
Contig122267,3,25.89,collinear
Contig122276,2,0.6405,buffer
Contig12229,7,35.446,buffer
Contig122307,1,0.9655,LGC1.1
Contig12231,3,29.734,collinear
Contig122360,7,44.868,LGC7.2
Contig122424,16,44.2675,collinear
Contig12243,5,0.294,collinear
Contig122435,10,7.154,LGC10.2
Contig122453,5,21.644,collinear
Contig122526,7,17.4975,collinear
Contig122569,10,32.786,LGC10.2
Contig122582,17,55.21352959,LGC17.1
Contig122609,12,44.957,NA
Contig12269,10,3.12,buffer
Contig122698,2,42.074,collinear
Contig122702,3,24.399,collinear
Contig122729,6,50.7515,collinear
Contig122753,16,42.834,collinear
Contig122768,4,12.657,collinear
Contig122791,13,20.9445,collinear
Contig122801,10,4.5355,LGC10.2
Contig122833,8,39.691,collinear
Contig122838,14,11.4125,buffer
Contig122905,7,17.4975,collinear
Contig123,17,24.623,collinear
Contig123066,15,6.157,collinear
Contig123068,13,0,collinear
Contig123111,13,30.6585,collinear
Contig123121,2,19.766,collinear
Contig12313,11,7.7275,collinear
Contig12315,6,41.166,collinear
Contig12316,4,1.5085,LGC4.1
Contig123171,5,7.714,collinear
Contig123211,8,22.8935,collinear
Contig123233,7,37.7405,buffer
Contig123257,2,63.176,collinear
Contig12327,3,58.6295,collinear
Contig12329,6,44.2655,collinear
Contig123296,3,24.399,collinear
Contig1233,6,34.682,collinear
Contig123302,6,55.2685,collinear
Contig123346,15,40.6195,collinear
Contig123401,8,21.389,collinear
Contig123410,12,5.8825,NA
Contig123437,4,6.655,collinear
Contig12346,15,1.9025,collinear
Contig1235,13,36.103,collinear
Contig12352,11,52.908,LGC11.1
Contig123521,11,52.908,LGC11.1
Contig123577,9,52.999,collinear
Contig123581,17,18.067,collinear
Contig123582,9,19.31883635,buffer
Contig1238,10,2.839,LGC10.1
Contig12383,12,8.307,NA
Contig1239,12,14.0725,NA
Contig123907,14,10.2385,LGC14.1/2
Contig123909,6,50.1875,collinear
Contig123944,14,8.524,LGC14.1/2
Contig123997,14,10.2385,LGC14.1/2
Contig124033,3,37.172,collinear
Contig124047,5,7.433,collinear
Contig12406,1,0.9655,LGC1.1
Contig1241,1,73.803,collinear
Contig124183,10,40.9955,LGC10.2
Contig124223,2,47.138,collinear
Contig124290,1,0.9655,LGC1.1
Contig1243,9,41.8195,buffer
Contig124310,11,52.908,LGC11.1
Contig124333,9,32.454,LGC9.1
Contig124397,8,46.2085,collinear
Contig124468,2,37.1965,collinear
Contig124503,6,19.7595,LGC6.1/2
Contig12454,5,50.619,collinear
Contig124540,7,51.372,buffer
Contig12456,4,29.418,collinear
Contig1246,14,24.9455,LGC14.3
Contig12462,11,52.908,LGC11.1
Contig124623,8,35.4435,collinear
Contig124645,4,14.9865,collinear
Contig12469,9,47.4765,collinear
Contig124790,7,17.213,collinear
Contig124806,6,47.3685,collinear
Contig124858,4,1.5085,LGC4.1
Contig124878,1,61.236,collinear
Contig124889,2,60.093,collinear
Contig124894,7,17.4975,collinear
Contig124916,1,51.1485,collinear
Contig125016,3,66.602,collinear
Contig125020,9,18.6395,buffer
Contig125023,2,62.6165,collinear
Contig12508,1,31.3955,collinear
Contig125095,17,17.756,collinear
Contig12517,8,22.103,collinear
Contig125204,6,55.892,collinear
Contig125222,6,31.0045,collinear
Contig125231,17,48.443,LGC17.1
Contig12529,1,42.9605,collinear
Contig125308,5,50.3275,collinear
Contig125340,10,7.446,LGC10.2
Contig125413,14,11.709,buffer
Contig12547,17,1.4505,collinear
Contig125525,13,30.6585,collinear
Contig125541,6,46.5235,collinear
Contig12556,1,75.534,buffer
Contig125609,11,35.22878917,collinear
Contig125611,8,6.488,collinear
Contig1257,12,1.276,NA
Contig125793,4,1.5085,LGC4.1
Contig125827,17,31.4462037,collinear
Contig12585,10,19.0575,LGC10.2
Contig12588,13,39.676,collinear
Contig125928,11,32.8295,collinear
Contig125929,3,24.399,collinear
Contig12595,2,45.449,collinear
Contig125969,2,54.455,collinear
Contig125972,17,1.4505,collinear
Contig12602,3,32.397,collinear
Contig126051,9,48.382,collinear
Contig126077,15,8.74,collinear
Contig126191,4,30.2985,collinear
Contig126212,1,75.534,buffer
Contig126281,9,41.8195,buffer
Contig126285,10,0.8665,buffer
Contig12632,2,26.801,collinear
Contig12642,10,26.8905,LGC10.2
Contig126555,9,30.619,LGC9.1
Contig12657,11,52.908,LGC11.1
Contig12658,1,29.663,collinear
Contig1266,11,14.3545,collinear
Contig126660,12,52.961,NA
Contig126685,8,29.5045,collinear
Contig126777,3,33.145,collinear
Contig126861,1,3.2645,collinear
Contig126882,1,21.8705,collinear
Contig12690,16,12.7565,collinear
Contig126906,1,37.6385,collinear
Contig12691,10,1.5235,LGC10.1
Contig126947,5,51.5745,collinear
Contig12701,1,0.9655,LGC1.1
Contig127204,17,2.593,collinear
Contig12723,3,0.897,collinear
Contig12729,17,0,collinear
Contig12737,1,75.534,buffer
Contig1274,11,39.6535,collinear
Contig127447,14,10.2385,LGC14.1/2
Contig1275,5,30.2255,collinear
Contig12752,11,52.908,LGC11.1
Contig127543,11,57.208,collinear
Contig12755,8,13.6225,collinear
Contig127557,17,45.8605,collinear
Contig127646,4,41.514,collinear
Contig127653,10,3.12,buffer
Contig127662,9,6.3785,collinear
Contig12769,7,7.0735,collinear
Contig127694,13,39.1105,collinear
Contig1277,17,16.5835,collinear
Contig127720,7,40.339,collinear
Contig127776,1,0.9655,LGC1.1
Contig1278,10,0.8665,buffer
Contig127805,12,54.0855,NA
Contig127868,1,0.9655,LGC1.1
Contig12793,16,55.8855,collinear
Contig127999,1,80.9515,buffer
Contig128,4,36.5505,collinear
Contig1280,12,37.397,NA
Contig128017,13,23.791,collinear
Contig128044,8,51.536,collinear
Contig128058,15,41.22252047,collinear
Contig128115,5,42.4935,collinear
Contig128119,4,14.9865,collinear
Contig128127,4,36.5505,collinear
Contig128135,12,46.1125,NA
Contig12818,14,10.2385,LGC14.1/2
Contig12821,13,13.6105,collinear
Contig128252,6,55.892,collinear
Contig12832,16,13.055,collinear
Contig1284,14,24.035,LGC14.3
Contig12840,15,40.8995,collinear
Contig128427,12,0,NA
Contig128430,6,46.5235,collinear
Contig128486,7,36.0115,buffer
Contig128544,9,37.3825,LGC9.1
Contig128554,15,25.4845,collinear
Contig128609,2,26.801,collinear
Contig12861,8,46.2085,collinear
Contig128610,7,27.432,collinear
Contig128616,5,2.878,collinear
Contig128663,4,1.5085,LGC4.1
Contig128674,8,39.691,collinear
Contig12868,4,1.5085,LGC4.1
Contig128696,2,26.801,collinear
Contig128777,1,0.9655,LGC1.1
Contig128778,13,23.791,collinear
Contig128844,5,42.4935,collinear
Contig12897,4,1.5085,LGC4.1
Contig128998,15,22.49,collinear
Contig129,10,0.29,buffer
Contig129027,10,40.9955,LGC10.2
Contig12910,10,32.786,LGC10.2
Contig129133,8,39.691,collinear
Contig129169,3,12.673,collinear
Contig129196,1,80.9515,buffer
Contig129203,4,1.5085,LGC4.1
Contig129223,13,0,collinear
Contig1293,11,52.908,LGC11.1
Contig129406,5,9.7,collinear
Contig129425,7,47.32272029,LGC7.2
Contig129429,12,53.8045,NA
Contig129525,1,0.9655,LGC1.1
Contig1296,1,0.9655,LGC1.1
Contig12967,6,29.3,buffer
Contig129694,14,11.4125,buffer
Contig129704,15,0,collinear
Contig129751,3,40.3085,collinear
Contig12978,5,26.52,collinear
Contig12986,8,20.376,collinear
Contig13,8,46.2085,collinear
Contig130,12,55.812,NA
Contig130013,6,6.677,LGC6.1/2
Contig130041,7,11.9145,collinear
Contig130047,9,28.0725,LGC9.1
Contig130049,8,42.9065,collinear
Contig130056,1,0.9655,LGC1.1
Contig1301,12,0,NA
Contig130209,6,50.1875,collinear
Contig130234,1,42.9605,collinear
Contig130259,10,27.791,LGC10.2
Contig13026,8,41.8585,collinear
Contig130337,3,30.583,collinear
Contig13039,14,10.2385,LGC14.1/2
Contig130548,11,35.7495,collinear
Contig130583,14,37.275,collinear
Contig130623,7,22.323,collinear
Contig13063,5,32.1585,collinear
Contig130702,15,28.9395,collinear
Contig130709,2,45.449,collinear
Contig130772,12,46.1125,NA
Contig130797,10,41.57451042,buffer
Contig13081,16,44.2675,collinear
Contig130871,9,2.4175,collinear
Contig13094,13,33.4745,collinear
Contig130994,3,25.5905,collinear
Contig131,12,48.712,NA
Contig13100,1,2.0905,buffer
Contig131059,4,32.46,collinear
Contig131105,2,46.856,collinear
Contig131115,8,37.9855,collinear
Contig13115,8,1.8435,collinear
Contig131168,5,21.334,collinear
Contig131171,14,10.2385,LGC14.1/2
Contig131176,12,43.512,NA
Contig131288,3,66.602,collinear
Contig131292,5,10.55,collinear
Contig131300,13,20.9445,collinear
Contig131313,1,13.7155,collinear
Contig131345,2,7.7475,LGC2.1
Contig131365,17,31.27019615,collinear
Contig131400,9,46.2685,collinear
Contig13143,13,50.6885,collinear
Contig131460,1,25.0135,collinear
Contig131476,1,20.9185,collinear
Contig131587,11,53.1745,buffer
Contig131662,11,52.908,LGC11.1
Contig131692,2,56.205,collinear
Contig13184,2,59.186,collinear
Contig131865,7,17.213,collinear
Contig131869,10,17.901,LGC10.2
Contig13191,3,30.583,collinear
Contig131972,1,0.9655,LGC1.1
Contig131978,2,37.1965,collinear
Contig132,1,75.534,buffer
Contig132040,13,44.243,collinear
Contig132184,15,3.073,collinear
Contig132190,1,80.9515,buffer
Contig132196,5,39.272,collinear
Contig132214,3,68.018,collinear
Contig132262,15,38.4875,collinear
Contig132263,16,19.5285,collinear
Contig132284,3,15.137,collinear
Contig132335,17,20.987,collinear
Contig132345,14,34.0103023,LGC14.3
Contig13241,4,33.0835,collinear
Contig132573,9,28.0725,LGC9.1
Contig1326,3,12.981,collinear
Contig13267,16,34.149,collinear
Contig132714,14,10.2385,LGC14.1/2
Contig132859,15,31.831,collinear
Contig132915,8,31.7975,collinear
Contig13293,6,41.7285,collinear
Contig13299,2,56.205,collinear
Contig133004,3,3.3005,collinear
Contig133007,7,26.2975,collinear
Contig133065,11,52.908,LGC11.1
Contig133078,3,18.415,collinear
Contig13308,8,31.7975,collinear
Contig133088,1,61.236,collinear
Contig133094,12,43.2235,NA
Contig1331,4,1.5085,LGC4.1
Contig133129,15,8.74,collinear
Contig133207,2,64.5765,collinear
Contig133238,1,25.0135,collinear
Contig133321,16,55.8855,collinear
Contig133323,11,52.3195,buffer
Contig133327,10,17.901,LGC10.2
Contig133354,1,29.663,collinear
Contig133361,3,25.89,collinear
Contig133368,6,37.644,collinear
Contig1334,6,39.195,collinear
Contig13340,8,37.705,collinear
Contig133408,10,13.6370972,LGC10.2
Contig133484,15,35.8415,collinear
Contig133528,10,3.12,buffer
Contig133599,11,57.208,collinear
Contig13360,11,52.908,LGC11.1
Contig133708,1,24.41,collinear
Contig133714,9,47.1745,collinear
Contig133757,6,55.2685,collinear
Contig1338,4,4.941,collinear
Contig133800,16,3.835,collinear
Contig133874,11,53.194,buffer
Contig133988,12,55.2365,NA
Contig134021,8,39.691,collinear
Contig134074,1,74.0845,collinear
Contig134100,2,52.486,collinear
Contig134120,3,27.969,collinear
Contig134152,6,50.1875,collinear
Contig134157,12,34.1835,NA
Contig134178,8,50.409,collinear
Contig13418,9,28.0725,LGC9.1
Contig134180,9,19.266,buffer
Contig13424,16,3.4435,collinear
Contig134257,5,9.4165,collinear
Contig134289,3,28.87,collinear
Contig134310,6,50.42921429,collinear
Contig13437,13,43.676,collinear
Contig134379,5,29.946,collinear
Contig134391,1,56.454,collinear
Contig134418,2,76.9735,collinear
Contig13444,5,42.2,collinear
Contig134440,1,56.454,collinear
Contig134447,3,12.673,collinear
Contig134453,2,60.093,collinear
Contig134517,3,37.742,collinear
Contig134564,5,3.446,collinear
Contig1346,1,41.2815,collinear
Contig134615,17,1.4505,collinear
Contig134657,6,50.1875,collinear
Contig134678,1,0.9655,LGC1.1
Contig134687,15,13.7265,collinear
Contig134688,7,0.6905,collinear
Contig134723,1,0.9655,LGC1.1
Contig134726,13,4.5985,collinear
Contig13475,5,45.082,collinear
Contig134795,3,0.0095,collinear
Contig1348,1,3.2645,collinear
Contig134809,9,28.0725,LGC9.1
Contig134814,8,40.811,collinear
Contig134835,13,4.5985,collinear
Contig134840,9,28.0725,LGC9.1
Contig134895,1,50.726,collinear
Contig134936,11,52.3195,buffer
Contig13495,15,30.6775,collinear
Contig134990,10,1.8525,LGC10.1
Contig135012,3,29.1695,collinear
Contig135021,11,52.908,LGC11.1
Contig135029,1,37.357,collinear
Contig135047,17,46.9945,buffer
Contig135097,14,10.2385,LGC14.1/2
Contig135182,3,24.399,collinear
Contig1352,2,14.518,buffer
Contig135201,3,15.7065,collinear
Contig13524,2,60.093,collinear
Contig135256,5,45.739,collinear
Contig135279,4,12.657,collinear
Contig135308,11,52.908,LGC11.1
Contig135333,2,42.355,collinear
Contig135347,10,1.8525,LGC10.1
Contig1355,1,75.534,buffer
Contig135552,3,38.3115,collinear
Contig135566,1,0.9655,LGC1.1
Contig1356,16,1.229,collinear
Contig13560,14,10.2385,LGC14.1/2
Contig135626,12,20.34861129,NA
Contig135699,6,50.1875,collinear
Contig1357,3,61.3595,collinear
Contig135706,4,13.24,collinear
Contig135833,3,55.254,collinear
Contig135848,1,48.625,collinear
Contig13587,1,31.3955,collinear
Contig1360,1,31.3955,collinear
Contig136034,16,1.229,collinear
Contig136066,9,40.933,LGC9.1
Contig136094,6,46.5235,collinear
Contig136103,1,42.9605,collinear
Contig136141,6,34.682,collinear
Contig136154,17,32.62273743,collinear
Contig136296,11,8.612,collinear
Contig136340,14,0.3875,buffer
Contig1364,7,37.7405,buffer
Contig1366,9,2.4175,collinear
Contig136716,15,6.157,collinear
Contig136725,5,45.739,collinear
Contig136745,1,3.2645,collinear
Contig136905,16,44.2675,collinear
Contig136938,6,30.2935,buffer
Contig136981,3,24.7115,collinear
Contig13700,11,39.6535,collinear
Contig137012,1,58.1965,collinear
Contig137087,15,1.9025,collinear
Contig137099,1,11.093,collinear
Contig137172,7,40.339,collinear
Contig137253,9,49.854,collinear
Contig137312,11,52.3195,buffer
Contig13733,1,13.7155,collinear
Contig137369,14,10.2385,LGC14.1/2
Contig137376,6,44.2655,collinear
Contig13738,4,42.9585,collinear
Contig137424,6,31.0045,collinear
Contig137426,2,64.5765,collinear
Contig137627,8,39.691,collinear
Contig137631,13,26.4255,collinear
Contig13771,8,6.793,collinear
Contig13772,1,46.538,collinear
Contig137720,1,0.9655,LGC1.1
Contig137751,1,41.2815,collinear
Contig137753,15,40.3265,collinear
Contig13777,4,32.46,collinear
Contig137852,1,75.534,buffer
Contig137882,12,39.5329967,NA
Contig1379,15,27.153,collinear
Contig13790,9,47.4765,collinear
Contig13794,5,26.52,collinear
Contig13799,5,30.5055,collinear
Contig138041,12,52.961,NA
Contig138074,17,31.94587616,collinear
Contig1381,6,31.0045,collinear
Contig138225,9,49.854,collinear
Contig138279,6,53.101,collinear
Contig138338,5,21.0525,collinear
Contig138395,12,37.9825,NA
Contig13842,1,0.9655,LGC1.1
Contig138427,1,11.3975,collinear
Contig138453,13,13.6105,collinear
Contig138505,13,8.9415,collinear
Contig138508,2,52.486,collinear
Contig138627,3,24.399,collinear
Contig138650,2,38.415,collinear
Contig138767,1,41.2815,collinear
Contig138911,6,31.0045,collinear
Contig138957,6,10.898,LGC6.1/2
Contig13905,2,15.1345,buffer
Contig139065,10,4.5355,LGC10.2
Contig139076,15,13.422,collinear
Contig139225,7,22.323,collinear
Contig139283,8,40.811,collinear
Contig1393,6,44.2655,collinear
Contig13931,1,75.534,buffer
Contig139314,2,42.355,collinear
Contig139340,2,69.558,collinear
Contig13935,4,1.5085,LGC4.1
Contig139382,11,52.908,LGC11.1
Contig139408,5,46.314,collinear
Contig1395,7,35.446,buffer
Contig139500,1,62.0805,collinear
Contig139559,10,11.108,LGC10.2
Contig139582,2,87.1805,collinear
Contig1396,7,40.92356909,collinear
Contig1397,15,34.983,collinear
Contig139730,13,23.791,collinear
Contig1398,9,6.3785,collinear
Contig139929,13,32.067,collinear
Contig139957,5,7.714,collinear
Contig13999,7,51.372,buffer
Contig140,5,26.52,collinear
Contig140041,6,38.913,collinear
Contig14006,9,37.3825,LGC9.1
Contig1401,8,45.608,collinear
Contig14015,16,23.3875,collinear
Contig1402,3,30.08975,collinear
Contig140228,14,34.9385,buffer
Contig140269,15,31.2575,collinear
Contig140305,17,33.2995987,collinear
Contig140365,11,52.908,LGC11.1
Contig1404,4,44.974,collinear
