,scaffold,output_order,start,end,mid,win_size,sites,lnL,topoC_count,topoA_count,topoB_couunt,topoC,topoA,topoB,scaffold.1,start_check,end_check,mid_check,sites_full,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder,scaffold.2,start_check_2,end_check_2,mid_check_2,sites_full_2,pi_arcana,pi_compressa,pi_n_sax,pi_spain,dxy_arcana_compressa,dxy_arcana_n_sax,dxy_arcana_spain,dxy_compressa_n_sax,dxy_compressa_spain,dxy_n_sax_spain,Fst_arcana_compressa,Fst_arcana_n_sax,Fst_arcana_spain,Fst_compressa_n_sax,Fst_compressa_spain,Fst_n_sax_spain,LG,av,inv_status
6591,Contig116025,146878,7167,12244,10281,5077,100,-2094.71328,7846,1875,279,0.7846,0.1875,0.0279,Contig116025,7167,12244,10214,1759,0.0067,0.0078,0.008,0.0368,Contig116025,7167,12244,10214,1759,0.0058,0.007,0.0066,0.012,0.0094,0.0071,0.0101,0.0109,0.0126,0.0109,0.1142,0.0491,0.0629,0.0614,0.0998,0.0527,8,51.536,collinear
9483,Contig124623,148496,626,6243,5265,5617,100,-1569.36773,7439,1911,650,0.7439,0.1911,0.065,Contig124623,626,6243,4768,1788,0.0127,0.0092,0.0134,0.0864,Contig124623,626,6243,4768,1788,0.0108,0.0163,0.0095,0.0062,0.0178,0.0127,0.0131,0.018,0.018,0.0092,0.084,0.0909,0.1804,0.0524,0.2307,0.0378,8,35.4435,collinear
145888,Contig84536,135594,28828,36443,32654,7615,100,-2902.66548,7008,884,2108,0.7008,0.0884,0.2108,Contig84536,28828,36443,32239,1854,0.0046,0.006,0.0062,0.057,Contig84536,28828,36443,32239,1854,0.0046,0.0038,0.0061,0.0044,0.0049,0.0062,0.0061,0.0066,0.0066,0.0063,0.0364,0.0576,0.1356,0.0285,0.1822,0.044,8,29.718625,collinear
138235,Contig76495,129460,8089,11196,9341,3107,100,-1119.91348,10000,0,0,1,0,0,Contig76495,8089,11196,9408,2393,0.0038,0.0018,0.0082,0.4775,Contig76495,8089,11196,9408,2393,0.0034,0.0032,0.0017,0.002,0.0052,0.008,0.0084,0.0092,0.0095,0.0021,0.123,0.4993,0.4635,0.2871,0.5351,0.0328,9,32.454,LGC9.1
138236,Contig76495,129459,139,8081,3103,7942,100,-1339.64935,10000,0,0,1,0,0,Contig76495,139,8081,3387,2204,0.0069,0.0051,0.0109,0.2538,Contig76495,139,8081,3387,2204,0.0065,0.0078,0.0047,0.0063,0.0086,0.0105,0.0132,0.012,0.0148,0.007,0.053,0.2674,0.3195,0.1102,0.3081,0.0686,9,32.454,LGC9.1
138237,Contig76495,129462,14083,17244,15818,3161,100,-1227.81396,10000,0,0,1,0,0,Contig76495,14083,17244,15630,2286,0.0048,0.0013,0.0066,0.3792,Contig76495,14083,17244,15630,2286,0.004,0.0044,0.0011,0.0018,0.0067,0.0064,0.0067,0.0069,0.0071,0.0016,0.1313,0.4389,0.345,0.2513,0.3895,0.0253,9,32.454,LGC9.1
138234,Contig76495,129461,11207,14067,12436,2860,100,-1100.72744,9853,20,127,0.9853,0.002,0.0127,Contig76495,11207,14067,12567,2458,0.0043,0.0011,0.0075,0.499,Contig76495,11207,14067,12567,2458,0.0036,0.0031,7.00E-04,0.0019,0.0065,0.0072,0.0088,0.0081,0.0085,0.0021,0.1834,0.5832,0.4728,0.4549,0.5092,0.1962,9,32.454,LGC9.1
150281,Contig91154,139006,30199,32017,31102,1818,100,-1249.40492,9684,226,90,0.9684,0.0226,0.009,Contig91154,30199,32017,31082,1580,0.0068,0.0021,0.0067,0.2044,Contig91154,30199,32017,31082,1580,0.0062,0.006,0.0019,0.0023,0.0082,0.0063,0.0063,0.0084,0.0084,0.0021,0.0762,0.2158,0.1556,0.1766,0.3313,2.00E-04,9,2.4175,collinear
150287,Contig91154,139003,23782,25994,24777,2212,100,-1638.59633,9557,138,305,0.9557,0.0138,0.0305,Contig91154,23782,25994,24856,1948,0.0075,0.0048,0.0094,0.1857,Contig91154,23782,25994,24856,1948,0.0068,0.0069,0.0046,0.0052,0.0097,0.0096,0.0092,0.0082,0.0091,0.0052,0.0954,0.2288,0.1878,0.0535,0.178,0.0184,9,2.4175,collinear
150285,Contig91154,139005,28741,30190,29647,1449,100,-1135.63441,8865,572,563,0.8865,0.0572,0.0563,Contig91154,28741,30190,29467,1294,0.0076,0.002,0.0068,0.1851,Contig91154,28741,30190,29467,1294,0.0078,0.0038,0.0017,0.0032,0.0074,0.0068,0.0074,0.0063,0.0068,0.0025,0.0531,0.1927,0.1198,0.1692,0.2813,0.0099,9,2.4175,collinear
150882,Contig9228,32975,11607,32864,21434,21257,100,-1886.0877,8512,1376,112,0.8512,0.1376,0.0112,Contig9228,11607,32864,22574,1922,0.0046,0.0052,0.0074,0.1625,Contig9228,11607,32864,22574,1922,0.0047,0.0033,0.0046,0.0054,0.0045,0.0076,0.0069,0.0074,0.0064,0.0071,0.0235,0.2006,0.1421,0.0738,0.1363,0.101,9,3.8425,collinear
115538,Contig61694,110227,13236,15372,14453,2136,100,-2599.45653,7856,1371,773,0.7856,0.1371,0.0773,Contig61694,13236,15372,14467,1277,0.0032,0.0095,0.0099,0.1486,Contig61694,13236,15372,14467,1277,0.0026,0.0067,0.0095,0.0072,0.0047,0.01,0.0094,0.01,0.0094,0.0097,0.0059,0.1652,0.3304,0.0221,0.1216,0.0367,9,40.933,LGC9.1
115536,Contig61694,110229,17145,18542,17928,1397,100,-2875.99383,7697,1705,598,0.7697,0.1705,0.0598,Contig61694,17145,18542,17862,1299,0.0029,0.0098,0.0092,0.1189,Contig61694,17145,18542,17862,1299,0.0022,0.0065,0.0097,0.0079,0.0049,0.0091,0.0086,0.0103,0.0095,0.0104,0.0433,0.1368,0.2792,0.0246,0.106,0.0415,9,40.933,LGC9.1
118914,Contig63494,113071,11545,15820,12740,4275,100,-3045.14026,7687,1328,985,0.7687,0.1328,0.0985,Contig63494,11545,15820,12809,1616,0.0134,0.0099,0.0137,0.0698,Contig63494,11545,15820,12809,1616,0.0136,0.0104,0.0096,0.0101,0.0132,0.0137,0.0141,0.0138,0.0141,0.0104,0.0236,0.0697,0.0742,0.0394,0.1282,0.0145,9,46.2685,collinear
150282,Contig91154,139007,32033,36695,34014,4662,100,-1570.20658,7065,1714,1221,0.7065,0.1714,0.1221,Contig91154,32033,36695,33968,1427,0.0107,0.0052,0.0122,0.1956,Contig91154,32033,36695,33968,1427,0.0097,0.0073,0.0049,0.007,0.0141,0.0117,0.0127,0.0142,0.015,0.006,0.1289,0.2155,0.1829,0.1457,0.3009,0.0023,9,2.4175,collinear
93907,Contig5326,24874,57,5983,2295,5926,100,-2307.82762,8213,560,1227,0.8213,0.056,0.1227,Contig5326,57,5983,2247,1539,0.008,0.0084,0.0157,0.2561,Contig5326,57,5983,2247,1539,0.008,0.0014,0.008,0.0099,0.0087,0.0161,0.015,0.0143,0.0132,0.0095,0.1239,0.2823,0.2404,0.1175,0.2711,0.0181,10,41.899,buffer
44361,Contig40059,47539,11404,26265,16737,14861,100,-1254.24752,7927,1654,419,0.7927,0.1654,0.0419,Contig40059,11404,26265,17168,2074,0.0053,0.0046,0.0067,0.127,Contig40059,11404,26265,17168,2074,0.0049,0.0037,0.0044,0.0044,0.0066,0.0069,0.0076,0.0052,0.005,0.0049,0.1081,0.1583,0.2223,0.0255,0.0798,0.0303,10,44.653,buffer
116839,Contig62390,111391,46154,50150,48106,3996,100,-1273.63135,7798,699,1503,0.7798,0.0699,0.1503,Contig62390,46154,50150,48024,1888,0.0053,0.0042,0.0079,0.2098,Contig62390,46154,50150,48024,1888,0.0045,0.0051,0.004,0.0054,0.0076,0.0079,0.0083,0.0074,0.008,0.0048,0.1334,0.2511,0.2442,0.0698,0.1721,0.0049,10,26.8905,LGC10.2
93908,Contig5326,24875,7042,8972,8170,1930,100,-2113.20621,7686,1322,992,0.7686,0.1322,0.0992,Contig5326,7042,8972,8254,1270,0.0097,0.0071,0.0126,0.1737,Contig5326,7042,8972,8254,1270,0.0092,0.0034,0.007,0.0072,0.0116,0.0121,0.0123,0.0155,0.0146,0.0072,0.1351,0.1702,0.1779,0.1375,0.3659,0.005,10,41.899,buffer
44501,Contig40083,47684,141432,143164,142264,1732,100,-1632.42224,7361,1583,1056,0.7361,0.1583,0.1056,Contig40083,141432,143164,142286,1250,0.0076,0.0066,0.0091,0.0996,Contig40083,141432,143164,142286,1250,0.008,0.0026,0.006,0.0071,0.0068,0.0094,0.0088,0.0076,0.0079,0.0082,0.0475,0.1239,0.0698,0.0566,0.1642,0.0659,10,7.154,LGC10.2
1608,Contig103458,143724,11539,15491,13752,3952,100,-1380.75156,9715,179,106,0.9715,0.0179,0.0106,Contig103458,11539,15491,13521,1968,0.0068,0.0027,0.0069,0.1848,Contig103458,11539,15491,13521,1968,0.0066,0.007,0.0026,0.003,0.0073,0.0068,0.0073,0.0072,0.0076,0.0029,0.0195,0.1915,0.1743,0.0827,0.201,0.0144,11,32.8295,collinear
1606,Contig103458,143725,15497,47514,27723,32017,100,-1431.46748,9554,139,307,0.9554,0.0139,0.0307,Contig103458,15497,47514,28282,2694,0.0042,0.003,0.0053,0.1617,Contig103458,15497,47514,28282,2694,0.0041,0.004,0.0027,0.0032,0.0048,0.0052,0.0061,0.0051,0.0059,0.0036,0.0441,0.178,0.2257,0.0602,0.2022,0.0547,11,32.8295,collinear
121534,Contig64959,115382,51160,57462,55071,6302,100,-1365.75646,9279,403,318,0.9279,0.0403,0.0318,Contig64959,51160,57462,55053,1523,0.0105,0.009,0.0143,0.159,Contig64959,51160,57462,55053,1523,0.0108,0.0102,0.009,0.0093,0.0105,0.0144,0.0151,0.0144,0.0152,0.0093,-6.00E-04,0.1534,0.1801,0.0526,0.1808,0.0028,11,16.4635,collinear
119354,Contig63743,113492,1502,4631,2760,3129,100,-1261.35439,8803,410,787,0.8803,0.041,0.0787,Contig63743,1502,4631,2726,2179,0.0097,0.0023,0.0084,0.1836,Contig63743,1502,4631,2726,2179,0.0088,0.0069,0.0021,0.0027,0.012,0.0079,0.0082,0.0106,0.0108,0.0024,0.1074,0.1963,0.1392,0.2135,0.3814,0.0042,11,52.908,LGC11.1
121526,Contig64959,115384,64369,73918,71062,9549,100,-1822.90153,8657,830,513,0.8657,0.083,0.0513,Contig64959,64369,73918,70808,1910,0.0051,0.0061,0.0069,0.08,Contig64959,64369,73918,70808,1910,0.0052,0.0047,0.0064,0.0024,0.0053,0.0071,0.0065,0.007,0.0063,0.0059,0.0184,0.0776,0.2269,0.0228,0.2667,0.0607,11,16.4635,collinear
153190,Contig96403,141271,45181,50802,48724,5621,100,-1055.50288,8004,1190,806,0.8004,0.119,0.0806,Contig96403,45181,50802,48053,2902,0.0044,0.0029,0.0047,0.1078,Contig96403,45181,50802,48053,2902,0.0025,0.0065,0.0026,0.003,0.0095,0.0037,0.0042,0.009,0.0095,0.0032,0.2937,0.1543,0.203,0.1463,0.3232,0.0391,11,53.1745,buffer
62799,Contig44097,64070,129054,134999,132730,5945,100,-1090.81518,7997,1348,655,0.7997,0.1348,0.0655,Contig44097,129054,134999,132237,2614,0.005,0.0024,0.0045,0.0922,Contig44097,129054,134999,132237,2614,0.0047,0.0041,0.0023,0.0026,0.006,0.0042,0.0042,0.0065,0.0062,0.0026,0.0809,0.0823,0.0563,0.1232,0.2627,0.0109,11,52.3195,buffer
71285,Contig46950,71339,36756,42395,38178,5639,100,-1861.06242,7236,1993,771,0.7236,0.1993,0.0771,Contig46950,36756,42395,38289,1820,0.0088,0.0063,0.0106,0.1473,Contig46950,36756,42395,38289,1820,0.008,0.0071,0.0066,0.0038,0.0112,0.0109,0.0109,0.0092,0.0083,0.0055,0.104,0.1655,0.253,0.0368,0.1965,0.0128,11,52.908,LGC11.1
121537,Contig64959,115383,57563,64359,61529,6796,100,-1765.43113,7034,2244,722,0.7034,0.2244,0.0722,Contig64959,57563,64359,61079,1834,0.0091,0.0066,0.0098,0.094,Contig64959,57563,64359,61079,1834,0.009,0.0097,0.0066,0.0053,0.0098,0.0098,0.0114,0.0093,0.0105,0.0072,0.0132,0.0946,0.1996,0.0174,0.156,0.0471,11,16.4635,collinear
45451,Contig40269,48553,24439,33520,30124,9081,100,-1996.91398,9826,174,0,0.9826,0.0174,0,Contig40269,24439,33520,30572,2166,0.0082,0.0095,0.01,0.0429,Contig40269,24439,33520,30572,2166,0.0081,0.0081,0.0095,0.0103,0.0107,0.0103,0.0112,0.0106,0.0126,0.0118,0.0744,0.0594,0.0935,0.02,0.1188,0.0489,12,33.904,NA
45447,Contig40269,48555,36744,44310,41615,7566,100,-1556.23433,9483,156,361,0.9483,0.0156,0.0361,Contig40269,36744,44310,41688,2255,0.005,0.0055,0.0102,0.2636,Contig40269,36744,44310,41688,2255,0.0048,0.0032,0.0045,0.0084,0.0056,0.0101,0.0105,0.0106,0.0105,0.0081,0.0782,0.3137,0.2278,0.1382,0.207,0.0757,12,33.904,NA
115490,Contig61664,110195,94176,103345,100111,9169,100,-1619.05286,9173,481,346,0.9173,0.0481,0.0346,Contig61664,94176,103345,100599,2513,0.0027,0.0046,0.0044,0.0683,Contig61664,94176,103345,100599,2513,0.0022,0.0026,0.0043,0.0048,0.0041,0.0042,0.0049,0.0052,0.0057,0.0054,0.1634,0.087,0.1773,0.0428,0.1597,0.0514,12,34.1835,NA
73553,Contig47515,73325,88940,99530,96187,10590,100,-1397.21244,8207,1357,436,0.8207,0.1357,0.0436,Contig47515,88940,99530,96160,1972,0.0054,0.0048,0.0072,0.1386,Contig47515,88940,99530,96160,1972,0.0054,0.0044,0.0042,0.0071,0.0052,0.0069,0.0082,0.0072,0.0084,0.0063,0.0146,0.1531,0.1303,0.0674,0.1372,0.0376,12,34.8625,NA
58141,Contig43094,59832,74210,85161,78789,10951,100,-1231.67605,8172,1215,613,0.8172,0.1215,0.0613,Contig43094,74210,85161,78802,2438,0.0049,0.0058,0.0059,0.0341,Contig43094,74210,85161,78802,2438,0.003,0.0063,0.0057,0.006,0.0103,0.005,0.0058,0.0105,0.0105,0.0063,0.2874,0.0473,0.1222,0.0776,0.2166,0.0184,12,40.8545,NA
121927,Contig65150,115720,37319,39069,38035,1750,100,-1557.84956,8086,846,1068,0.8086,0.0846,0.1068,Contig65150,37319,39069,38208,1682,0.0032,0.0036,0.0043,0.0891,Contig65150,37319,39069,38208,1682,0.0033,0.0023,0.0033,0.0021,0.003,0.0041,0.0052,0.0044,0.0055,0.0047,0.0159,0.0849,0.2778,0.0512,0.3722,0.1385,12,44.957,NA
45206,Contig40216,48338,112582,130623,117554,18041,100,-1558.1968,7991,1198,811,0.7991,0.1198,0.0811,Contig40216,112582,130623,118026,2427,0.0024,0.0037,0.004,0.0965,Contig40216,112582,130623,118026,2427,0.0024,0.0023,0.0034,0.0039,0.0026,0.0039,0.0046,0.0038,0.0043,0.0045,0.0227,0.1103,0.1836,0.0286,0.1183,0.054,12,46.1125,NA
69973,Contig46610,70175,23610,36520,29929,12910,100,-1731.12104,7921,1361,718,0.7921,0.1361,0.0718,Contig46610,23610,36520,31225,2878,0.0055,0.0048,0.0057,0.0381,Contig46610,23610,36520,31225,2878,0.0056,0.0049,0.0047,0.0063,0.006,0.0058,0.0069,0.0056,0.0065,0.0061,0.0339,0.0467,0.0645,0.0173,0.0595,0.0289,12,57.8515,NA
73559,Contig47515,73326,99533,106050,102766,6517,100,-1187.66347,7870,937,1193,0.787,0.0937,0.1193,Contig47515,99533,106050,102581,2708,0.0025,0.0038,0.0055,0.2117,Contig47515,99533,106050,102581,2708,0.0026,0.0015,0.0036,0.0042,0.0022,0.0055,0.0054,0.0057,0.0055,0.0042,0.0084,0.2179,0.2212,0.0874,0.2239,0.022,12,34.8625,NA
73699,Contig47563,73473,46706,49473,48279,2767,100,-1096.80419,7821,885,1294,0.7821,0.0885,0.1294,Contig47563,46706,49473,48243,2138,0.0044,0.0017,0.0038,0.11,Contig47563,46706,49473,48243,2138,0.0039,0.0016,0.0016,0.0019,0.006,0.0034,0.0039,0.0057,0.0065,0.0021,0.1808,0.1049,0.12,0.2136,0.4977,0.0457,12,55.812,NA
115501,Contig61664,110193,86278,90932,88555,4654,100,-1240.56143,7643,1415,942,0.7643,0.1415,0.0942,Contig61664,86278,90932,88740,2185,0.0061,0.0067,0.0081,0.0922,Contig61664,86278,90932,88740,2185,0.006,0.0034,0.0067,0.0057,0.0066,0.0081,0.0085,0.0078,0.0081,0.0066,0.077,0.0919,0.1663,0.0426,0.2132,0.0131,12,34.1835,NA
88060,Contig51558,86207,21813,36496,32817,14683,100,-1358.00966,7616,1766,618,0.7616,0.1766,0.0618,Contig51558,21813,36496,31812,2526,0.0056,0.0053,0.0071,0.1062,Contig51558,21813,36496,31812,2526,0.0054,0.0046,0.0044,0.0051,0.0054,0.0069,0.0061,0.0078,0.0063,0.0066,0.017,0.1381,0.0627,0.0728,0.0982,0.0945,12,0,NA
42475,Contig39657,45830,47147,54952,52344,7805,100,-2310.46345,7566,1011,1423,0.7566,0.1011,0.1423,Contig39657,47147,54952,52231,1760,0.0116,0.0052,0.0109,0.1245,Contig39657,47147,54952,52231,1760,0.011,0.0133,0.0041,0.01,0.0134,0.0105,0.0119,0.0123,0.0141,0.0082,0.0272,0.1623,0.056,0.0756,0.0792,0.052,12,48.712,NA
99528,Contig55107,96415,6765,18121,9548,11356,100,-1680.43517,7393,1525,1082,0.7393,0.1525,0.1082,Contig55107,6765,18121,9602,1857,0.0078,0.0051,0.0084,0.1178,Contig55107,6765,18121,9602,1857,0.0075,0.0056,0.0049,0.0047,0.0083,0.0084,0.0094,0.0072,0.0081,0.0053,0.0549,0.1287,0.1822,0.0389,0.1863,0.0255,12,0,NA
80591,Contig49405,79550,40308,43571,41958,3263,100,-1236.43112,7310,2256,434,0.731,0.2256,0.0434,Contig49405,40308,43571,41923,2991,0.0041,0.0036,0.0045,0.0576,Contig49405,40308,43571,41923,2991,0.0028,0.0061,0.003,0.005,0.008,0.0035,0.0049,0.0088,0.0098,0.0053,0.2169,0.0777,0.1179,0.1226,0.2356,0.089,12,41.00363629,NA
99526,Contig55107,96416,18143,37735,26093,19592,100,-2151.00097,7201,1925,874,0.7201,0.1925,0.0874,Contig55107,18143,37735,24388,1352,0.0075,0.0077,0.0101,0.1109,Contig55107,18143,37735,24388,1352,0.0064,0.007,0.0078,0.0064,0.0109,0.0101,0.0099,0.0103,0.0097,0.0075,0.1376,0.1347,0.1961,0.0382,0.1506,0.0125,12,0,NA
20836,Contig190,1715,201465,204721,203487,3256,100,-1028.03111,7158,677,2165,0.7158,0.0677,0.2165,Contig190,201465,204721,203415,2106,0.0026,0.0051,0.0044,0.0497,Contig190,201465,204721,203415,2106,0.0019,0.0021,0.0053,0.0034,0.0048,0.0042,0.0035,0.0068,0.006,0.0052,0.2707,0.0572,0.1449,0.0611,0.2957,0.0425,12,40.5365,NA
115487,Contig61664,110194,90950,94160,92422,3210,100,-1290.08385,7120,1682,1198,0.712,0.1682,0.1198,Contig61664,90950,94160,92358,2438,0.0044,0.0041,0.006,0.1377,Contig61664,90950,94160,92358,2438,0.0045,0.0021,0.0041,0.0036,0.0046,0.006,0.0059,0.0065,0.0065,0.0043,0.0718,0.1346,0.1602,0.0819,0.2995,0.0258,12,34.1835,NA
47896,Contig40792,50734,24034,26971,24999,2937,100,-2192.07942,9135,459,406,0.9135,0.0459,0.0406,Contig40792,24034,26971,25178,1007,0.0234,0.0102,0.0249,0.1877,Contig40792,24034,26971,25178,1007,0.0232,0.0203,0.0108,0.0097,0.0258,0.026,0.0259,0.0218,0.0214,0.0102,0.0428,0.1989,0.1852,0.0556,0.167,-0.0016,13,44.5265,collinear
126342,Contig67807,119591,32916,36129,34488,3213,100,-2112.5523,8980,575,445,0.898,0.0575,0.0445,Contig67807,32916,36129,34382,2386,0.0037,0.0068,0.0063,0.0618,Contig67807,32916,36129,34382,2386,0.0032,0.0039,0.0063,0.0064,0.0042,0.0058,0.0069,0.0067,0.0078,0.0076,0.0477,0.0674,0.1744,0.027,0.1528,0.0462,13,45.0935,collinear
47904,Contig40792,50732,21435,22609,22161,1174,100,-2317.48093,8869,682,449,0.8869,0.0682,0.0449,Contig40792,21435,22609,22076,938,0.0137,0.0103,0.0252,0.3124,Contig40792,21435,22609,22076,938,0.0137,0.0085,0.0094,0.0121,0.0141,0.0258,0.0223,0.025,0.0213,0.0126,0.0548,0.3442,0.2436,0.1544,0.2767,0.048,13,44.5265,collinear
5409,Contig112443,146123,6173,12567,8193,6394,100,-2183.35653,8609,1058,333,0.8609,0.1058,0.0333,Contig112443,6173,12567,8460,2141,0.0074,0.0076,0.0093,0.0818,Contig112443,6173,12567,8460,2141,0.0069,0.0072,0.0075,0.0096,0.0095,0.0094,0.0102,0.0089,0.0102,0.009,0.0797,0.1057,0.1041,0.0223,0.072,0.0159,13,45.0935,collinear
47903,Contig40792,50733,22615,24033,23257,1418,100,-2659.397,8517,1233,250,0.8517,0.1233,0.025,Contig40792,22615,24033,23280,1143,0.0159,0.0071,0.0195,0.2463,Contig40792,22615,24033,23280,1143,0.0158,0.0119,0.007,0.0075,0.0167,0.0196,0.0192,0.0191,0.0183,0.0073,0.0447,0.2551,0.2082,0.1222,0.278,9.00E-04,13,44.5265,collinear
83722,Contig50398,82364,30863,37469,33419,6606,100,-1674.0104,8284,977,739,0.8284,0.0977,0.0739,Contig50398,30863,37469,33634,2378,0.0069,0.0048,0.0093,0.1948,Contig50398,30863,37469,33634,2378,0.0068,0.005,0.0037,0.0083,0.0085,0.0097,0.0098,0.0077,0.0089,0.0085,0.0898,0.2776,0.1243,0.0845,0.1044,0.1262,13,50.6885,collinear
53471,Contig42005,55786,10159,17385,14789,7226,100,-2372.48236,7711,860,1429,0.7711,0.086,0.1429,Contig42005,10159,17385,14929,1687,0.0048,0.0071,0.0073,0.0742,Contig42005,10159,17385,14929,1687,0.0049,0.004,0.0064,0.0067,0.0046,0.0069,0.0093,0.0071,0.0099,0.0093,0.0066,0.0778,0.2236,0.0308,0.2235,0.0982,13,45.9435,collinear
46190,Contig40432,49199,80910,84754,81970,3844,100,-1784.14999,7619,1040,1341,0.7619,0.104,0.1341,Contig40432,80910,84754,82060,1272,0.0074,0.0091,0.01,0.0719,Contig40432,80910,84754,82060,1272,0.0072,0.0061,0.008,0.0102,0.0083,0.0094,0.0134,0.0092,0.013,0.0122,0.0547,0.0857,0.2081,0.0289,0.1712,0.0895,13,47.638,collinear
121834,Contig65095,115640,19458,27819,25895,8361,100,-1751.59704,7353,1326,1321,0.7353,0.1326,0.1321,Contig65095,19458,27819,25099,1494,0.004,0.0072,0.0068,0.0692,Contig65095,19458,27819,25099,1494,0.0037,0.0037,0.0068,0.0058,0.0043,0.0065,0.0077,0.0066,0.008,0.0082,0.037,0.0763,0.2334,0.0213,0.1952,0.0703,13,14.193,collinear
44316,Contig40056,47502,94908,108748,102304,13840,100,-1400.58671,7303,730,1967,0.7303,0.073,0.1967,Contig40056,94908,108748,101082,2163,0.0103,0.007,0.0098,0.0501,Contig40056,94908,108748,101082,2163,0.0102,0.0093,0.007,0.0066,0.0106,0.0097,0.0097,0.01,0.0101,0.0072,0.0191,0.0508,0.0628,0.0256,0.1039,0.0131,13,47.9745,collinear
47902,Contig40792,50735,26986,44053,40652,17067,100,-2132.24434,7297,1860,843,0.7297,0.186,0.0843,Contig40792,26986,44053,38692,1957,0.0084,0.0077,0.0121,0.1663,Contig40792,26986,44053,38692,1957,0.0076,0.0018,0.0079,0.0044,0.0112,0.0114,0.013,0.0145,0.0157,0.0072,0.1917,0.1526,0.3247,0.1192,0.5666,0.0343,13,44.5265,collinear
1052,Contig10224,34006,11771,22153,17366,10382,100,-1843.48886,7270,1401,1329,0.727,0.1401,0.1329,Contig10224,11771,22153,17776,2610,0.0074,0.006,0.0089,0.1199,Contig10224,11771,22153,17776,2610,0.0072,0.0095,0.0064,0.0063,0.0096,0.0095,0.0097,0.0085,0.0087,0.0065,0.0382,0.1371,0.158,0.008,0.0401,0.007,13,0,collinear
1769,Contig103755,143853,4154,8833,6771,4679,100,-1427.81663,7251,1330,1419,0.7251,0.133,0.1419,Contig103755,4154,8833,6967,1552,0.0088,0.0085,0.0107,0.0854,Contig103755,4154,8833,6967,1552,0.0087,0.0083,0.0086,0.0072,0.0092,0.0108,0.0099,0.011,0.0101,0.0081,0.0209,0.0883,0.0994,0.0297,0.1067,0.0039,13,24.974,collinear
74871,Contig47832,74503,96,2656,1256,2560,100,-2724.83572,7153,1697,1150,0.7153,0.1697,0.115,Contig47832,96,2656,1321,1268,0.0047,0.0069,0.0064,0.0379,Contig47832,96,2656,1321,1268,0.005,0.0022,0.0068,0.0061,0.0039,0.0066,0.0064,0.0057,0.0052,0.0071,0.0169,0.0402,0.0649,0.0183,0.0753,0.0247,13,1.8645,collinear
112584,Contig60406,107726,28962,34175,30860,5213,100,-1578.77059,10000,0,0,1,0,0,Contig60406,28962,34175,31101,2449,0.0082,0.0085,0.0128,0.1685,Contig60406,28962,34175,31101,2449,0.0085,0.005,0.0085,0.0077,0.0081,0.0129,0.0133,0.012,0.0128,0.0084,0.0404,0.1664,0.222,0.0622,0.2635,0.0096,14,7.0815,LGC14.1/2
112593,Contig60406,107723,12770,14708,13659,1938,100,-961.54508,10000,0,0,1,0,0,Contig60406,12770,14708,13718,1766,0.007,0.0016,0.0105,0.4396,Contig60406,12770,14708,13718,1766,0.0071,0.0015,0.0013,0.0032,0.0072,0.0103,0.0115,0.0109,0.012,0.0025,0.1035,0.456,0.3303,0.4377,0.5786,0.0499,14,7.0815,LGC14.1/2
112601,Contig60406,107721,1641,9707,6823,8066,100,-969.34651,10000,0,0,1,0,0,Contig60406,1641,9707,6734,1989,0.0061,0.0036,0.0096,0.2988,Contig60406,1641,9707,6734,1989,0.0051,0.0069,0.0034,0.0036,0.008,0.0092,0.0094,0.0103,0.0104,0.0036,0.0847,0.3304,0.3279,0.1298,0.311,0.0048,14,7.0815,LGC14.1/2
50515,Contig41333,53100,25494,32274,28131,6780,100,-1609.18282,9957,43,0,0.9957,0.0043,0,Contig41333,25494,32274,28116,2214,0.0057,0.0041,0.0069,0.1462,Contig41333,25494,32274,28116,2214,0.0053,0.0049,0.0038,0.0043,0.007,0.0067,0.0071,0.0076,0.0083,0.0048,0.0835,0.1664,0.1732,0.0811,0.2463,0.0505,14,34.9385,buffer
112592,Contig60406,107722,9785,12749,11177,2964,100,-943.9091,9938,62,0,0.9938,0.0062,0,Contig60406,9785,12749,11251,2242,0.0089,0.0028,0.0098,0.2595,Contig60406,9785,12749,11251,2242,0.008,0.0044,0.0026,0.0034,0.0116,0.0091,0.0093,0.0132,0.0133,0.0031,0.1525,0.2724,0.1997,0.2762,0.4956,0.0075,14,7.0815,LGC14.1/2
50513,Contig41333,53099,16427,25477,19648,9050,100,-1966.3047,9919,81,0,0.9919,0.0081,0,Contig41333,16427,25477,19894,2104,0.006,0.0047,0.011,0.2996,Contig41333,16427,25477,19894,2104,0.0043,0.0052,0.0047,0.0043,0.0108,0.0107,0.0105,0.0126,0.0123,0.0048,0.2543,0.3442,0.393,0.1455,0.3904,0.0181,14,34.9385,buffer
112597,Contig60406,107725,20630,28958,24443,8328,100,-1507.34239,9856,144,0,0.9856,0.0144,0,Contig60406,20630,28958,24695,2229,0.0079,0.0049,0.0096,0.1791,Contig60406,20630,28958,24695,2229,0.0073,0.0047,0.0044,0.0063,0.0097,0.0093,0.0095,0.0109,0.0106,0.006,0.1187,0.2061,0.1496,0.1302,0.2522,0.0347,14,7.0815,LGC14.1/2
